"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2021年03月05日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","","A2101","A210101","A210102","A2102","A2201","A2301"
"調査年 コード","調査年","地域 コード","地域","/項目","A2101_住民基本台帳人口（日本人）【人】","A210101_住民基本台帳人口（日本人）（男）【人】","A210102_住民基本台帳人口（日本人）（女）【人】","A2102_行政区域内人口（住民基本台帳人口＋外国人登録人口）【人】","A2201_住民基本台帳人口（外国人）【人】","A2301_住民基本台帳人口（総数）【人】"
"1990100000","1990年度","34000","広島県","","2,845,130","1,384,073","1,461,057","2,866,843","***","***"
"1990100000","1990年度","35000","山口県","","1,565,977","743,575","822,402","1,581,325","***","***"
"1990100000","1990年度","36000","徳島県","","839,713","403,041","436,672","840,754","***","***"
"1990100000","1990年度","37000","香川県","","1,029,395","496,169","533,226","1,031,845","***","***"
"1990100000","1990年度","38000","愛媛県","","1,532,006","728,922","803,084","1,535,139","***","***"
"1990100000","1990年度","39000","高知県","","834,554","394,971","439,583","836,151","***","***"
"1990100000","1990年度","40000","福岡県","","4,777,458","2,289,066","2,488,392","4,809,419","***","***"
"1990100000","1990年度","41000","佐賀県","","881,525","418,800","462,725","883,414","***","***"
"1990100000","1990年度","42000","長崎県","","1,567,363","743,007","824,356","1,571,577","***","***"
"1990100000","1990年度","43000","熊本県","","1,849,786","877,567","972,219","1,853,351","***","***"
"1990100000","1990年度","44000","大分県","","1,243,834","590,320","653,514","1,247,842","***","***"
"1990100000","1990年度","45000","宮崎県","","1,181,324","561,254","620,070","1,183,286","***","***"
"1990100000","1990年度","46000","鹿児島県","","1,799,901","848,027","951,874","1,802,180","***","***"
"1990100000","1990年度","47000","沖縄県","","1,241,387","613,076","628,311","1,247,350","***","***"
"1989100000","1989年度","01000","北海道","","5,642,571","2,733,577","2,908,994","5,652,807","***","***"
"1989100000","1989年度","02000","青森県","","1,522,975","736,130","786,845","1,525,298","***","***"
"1989100000","1989年度","03000","岩手県","","1,429,590","692,988","736,602","1,431,667","***","***"
"1989100000","1989年度","04000","宮城県","","2,224,801","1,093,585","1,131,216","2,231,134","***","***"
"1989100000","1989年度","05000","秋田県","","1,239,831","594,679","645,152","1,241,295","***","***"
"1989100000","1989年度","06000","山形県","","1,259,202","608,787","650,415","1,260,715","***","***"
"1989100000","1989年度","07000","福島県","","2,105,626","1,027,207","1,078,419","2,110,060","***","***"
"1989100000","1989年度","08000","茨城県","","2,841,470","1,419,728","1,421,742","2,852,133","***","***"
"1989100000","1989年度","09000","栃木県","","1,926,941","956,996","969,945","1,934,620","***","***"
"1989100000","1989年度","10000","群馬県","","1,960,127","967,859","992,268","1,969,297","***","***"
"1989100000","1989年度","11000","埼玉県","","6,294,960","3,185,858","3,109,102","6,326,810","***","***"
"1989100000","1989年度","12000","千葉県","","5,488,123","2,766,762","2,721,361","5,517,178","***","***"
"1989100000","1989年度","13000","東京都","","11,639,293","5,846,710","5,792,583","11,852,660","***","***"
"1989100000","1989年度","14000","神奈川県","","7,847,465","4,023,538","3,823,927","7,915,038","***","***"
"1989100000","1989年度","15000","新潟県","","2,476,793","1,204,466","1,272,327","2,481,642","***","***"
"1989100000","1989年度","16000","富山県","","1,124,311","542,075","582,236","1,127,185","***","***"
"1989100000","1989年度","17000","石川県","","1,157,302","561,076","596,226","1,161,550","***","***"
"1989100000","1989年度","18000","福井県","","819,960","397,384","422,576","825,640","***","***"
"1989100000","1989年度","19000","山梨県","","852,486","418,544","433,942","855,696","***","***"
"1989100000","1989年度","20000","長野県","","2,155,925","1,049,306","1,106,619","2,164,868","***","***"
"1989100000","1989年度","21000","岐阜県","","2,062,569","1,005,256","1,057,313","2,074,505","***","***"
"1989100000","1989年度","22000","静岡県","","3,666,356","1,807,201","1,859,155","3,685,067","***","***"
"1989100000","1989年度","23000","愛知県","","6,576,699","3,293,273","3,283,426","6,645,736","***","***"
"1989100000","1989年度","24000","三重県","","1,794,193","872,590","921,603","1,804,853","***","***"
"1989100000","1989年度","25000","滋賀県","","1,211,665","595,854","615,811","1,220,769","***","***"
"1989100000","1989年度","26000","京都府","","2,543,157","1,238,966","1,304,191","2,596,871","***","***"
"1989100000","1989年度","27000","大阪府","","8,557,512","4,243,766","4,313,746","8,764,828","***","***"
"1989100000","1989年度","28000","兵庫県","","5,345,900","2,605,372","2,740,528","5,435,696","***","***"
"1989100000","1989年度","29000","奈良県","","1,370,512","665,452","705,060","1,378,833","***","***"
"1989100000","1989年度","30000","和歌山県","","1,089,743","521,756","567,987","1,095,146","***","***"
"1989100000","1989年度","31000","鳥取県","","619,488","297,576","321,912","621,640","***","***"
"1989100000","1989年度","32000","島根県","","785,163","376,699","408,464","787,049","***","***"
"1989100000","1989年度","33000","岡山県","","1,931,701","933,937","997,764","1,942,096","***","***"
"1989100000","1989年度","34000","広島県","","2,837,679","1,381,235","1,456,444","2,857,498","***","***"
"1989100000","1989年度","35000","山口県","","1,571,845","746,969","824,876","1,587,045","***","***"
"1989100000","1989年度","36000","徳島県","","841,015","404,187","436,828","841,872","***","***"
"1989100000","1989年度","37000","香川県","","1,028,793","496,147","532,646","1,030,921","***","***"
"1989100000","1989年度","38000","愛媛県","","1,532,473","729,501","802,972","1,535,384","***","***"
"1989100000","1989年度","39000","高知県","","837,984","397,075","440,909","839,372","***","***"
"1989100000","1989年度","40000","福岡県","","4,758,186","2,281,544","2,476,642","4,789,193","***","***"
"1989100000","1989年度","41000","佐賀県","","882,466","419,373","463,093","884,199","***","***"
"1989100000","1989年度","42000","長崎県","","1,573,105","746,778","826,327","1,577,349","***","***"
"1989100000","1989年度","43000","熊本県","","1,848,202","877,408","970,794","1,851,273","***","***"
"1989100000","1989年度","44000","大分県","","1,246,132","591,683","654,449","1,249,906","***","***"
"1989100000","1989年度","45000","宮崎県","","1,182,217","562,542","619,675","1,183,949","***","***"
"1989100000","1989年度","46000","鹿児島県","","1,804,849","850,944","953,905","1,806,895","***","***"
"1989100000","1989年度","47000","沖縄県","","1,235,596","610,470","625,126","1,241,038","***","***"
"1988100000","1988年度","01000","北海道","","5,646,376","2,739,864","2,906,512","5,656,109","***","***"
"1988100000","1988年度","02000","青森県","","1,529,000","740,505","788,495","1,531,271","***","***"
"1988100000","1988年度","03000","岩手県","","1,433,195","695,350","737,845","1,435,097","***","***"
"1988100000","1988年度","04000","宮城県","","2,210,416","1,087,296","1,123,120","2,216,230","***","***"
"1988100000","1988年度","05000","秋田県","","1,244,632","597,320","647,312","1,246,007","***","***"
"1988100000","1988年度","06000","山形県","","1,261,714","610,372","651,342","1,262,879","***","***"
"1988100000","1988年度","07000","福島県","","2,102,135","1,026,067","1,076,068","2,105,798","***","***"
"1988100000","1988年度","08000","茨城県","","2,816,657","1,406,907","1,409,750","2,825,696","***","***"
"1988100000","1988年度","09000","栃木県","","1,914,418","949,754","964,664","1,919,903","***","***"
"1988100000","1988年度","10000","群馬県","","1,952,540","963,825","988,715","1,958,728","***","***"
"1988100000","1988年度","11000","埼玉県","","6,194,019","3,132,090","3,061,929","6,221,470","***","***"
"1988100000","1988年度","12000","千葉県","","5,415,037","2,727,973","2,687,064","5,440,609","***","***"
"1988100000","1988年度","13000","東京都","","11,654,574","5,858,507","5,796,067","11,859,480","***","***"
"1988100000","1988年度","14000","神奈川県","","7,769,277","3,982,065","3,787,212","7,826,607","***","***"
"1988100000","1988年度","15000","新潟県","","2,477,825","1,205,483","1,272,342","2,482,314","***","***"
"1988100000","1988年度","16000","富山県","","1,125,014","542,704","582,310","1,127,600","***","***"
"1988100000","1988年度","17000","石川県","","1,155,445","560,441","595,004","1,159,434","***","***"
"1988100000","1988年度","18000","福井県","","819,341","396,974","422,367","824,864","***","***"
"1988100000","1988年度","19000","山梨県","","848,255","416,285","431,970","851,098","***","***"
"1988100000","1988年度","20000","長野県","","2,151,845","1,046,792","1,105,053","2,159,732","***","***"
"1988100000","1988年度","21000","岐阜県","","2,054,026","1,001,490","1,052,536","2,065,279","***","***"
"1988100000","1988年度","22000","静岡県","","3,651,475","1,799,643","1,851,832","3,665,179","***","***"
"1988100000","1988年度","23000","愛知県","","6,539,557","3,274,331","3,265,226","6,603,291","***","***"
"1988100000","1988年度","24000","三重県","","1,782,881","866,722","916,159","1,792,638","***","***"
"1988100000","1988年度","25000","滋賀県","","1,194,911","587,712","607,199","1,203,616","***","***"
"1988100000","1988年度","26000","京都府","","2,546,156","1,241,634","1,304,522","2,598,948","***","***"
"1988100000","1988年度","27000","大阪府","","8,564,168","4,250,281","4,313,887","8,769,627","***","***"
"1988100000","1988年度","28000","兵庫県","","5,312,423","2,590,082","2,722,341","5,400,925","***","***"
"1988100000","1988年度","29000","奈良県","","1,354,803","658,459","696,344","1,362,821","***","***"
"1988100000","1988年度","30000","和歌山県","","1,089,152","522,210","566,942","1,094,402","***","***"
"1988100000","1988年度","31000","鳥取県","","620,215","297,992","322,223","622,254","***","***"
"1988100000","1988年度","32000","島根県","","787,811","378,402","409,409","789,715","***","***"
"1988100000","1988年度","33000","岡山県","","1,930,093","934,004","996,089","1,940,414","***","***"
"1988100000","1988年度","34000","広島県","","2,830,632","1,378,147","1,452,485","2,850,149","***","***"
"1988100000","1988年度","35000","山口県","","1,578,959","751,598","827,361","1,594,197","***","***"
"1988100000","1988年度","36000","徳島県","","842,776","405,361","437,415","843,521","***","***"
"1988100000","1988年度","37000","香川県","","1,028,500","496,210","532,290","1,030,415","***","***"
"1988100000","1988年度","38000","愛媛県","","1,534,515","731,220","803,295","1,537,328","***","***"
"1988100000","1988年度","39000","高知県","","841,591","399,306","442,285","842,972","***","***"
"1988100000","1988年度","40000","福岡県","","4,742,282","2,278,237","2,464,045","4,772,457","***","***"
"1988100000","1988年度","41000","佐賀県","","883,271","420,119","463,152","884,942","***","***"
"1988100000","1988年度","42000","長崎県","","1,580,294","751,443","828,851","1,584,044","***","***"
"1988100000","1988年度","43000","熊本県","","1,848,156","878,185","969,971","1,851,192","***","***"
"1988100000","1988年度","44000","大分県","","1,249,494","593,654","655,840","1,253,260","***","***"
"1988100000","1988年度","45000","宮崎県","","1,184,022","564,254","619,768","1,185,633","***","***"
"1988100000","1988年度","46000","鹿児島県","","1,811,709","855,077","956,632","1,813,593","***","***"
"1988100000","1988年度","47000","沖縄県","","1,229,726","607,862","621,864","1,234,898","***","***"
"1987100000","1987年度","01000","北海道","","5,653,776","2,748,307","2,905,469","5,663,210","***","***"
"1987100000","1987年度","02000","青森県","","1,536,311","744,939","791,372","1,538,548","***","***"
"1987100000","1987年度","03000","岩手県","","1,435,175","696,739","738,436","1,437,045","***","***"
"1987100000","1987年度","04000","宮城県","","2,195,612","1,080,428","1,115,184","2,201,160","***","***"
"1987100000","1987年度","05000","秋田県","","1,250,284","600,330","649,954","1,251,630","***","***"
"1987100000","1987年度","06000","山形県","","1,262,038","610,537","651,501","1,263,034","***","***"
"1987100000","1987年度","07000","福島県","","2,097,533","1,023,810","1,073,723","2,100,818","***","***"
"1987100000","1987年度","08000","茨城県","","2,790,711","1,394,142","1,396,569","2,798,874","***","***"
"1987100000","1987年度","09000","栃木県","","1,903,225","944,337","958,888","1,907,588","***","***"
"1987100000","1987年度","10000","群馬県","","1,944,534","959,777","984,757","1,949,909","***","***"
"1987100000","1987年度","11000","埼玉県","","6,078,396","3,071,106","3,007,290","6,100,071","***","***"
"1987100000","1987年度","12000","千葉県","","5,326,658","2,681,332","2,645,326","5,348,539","***","***"
"1987100000","1987年度","13000","東京都","","11,680,282","5,873,028","5,807,254","11,856,475","***","***"
"1987100000","1987年度","14000","神奈川県","","7,676,650","3,932,700","3,743,950","7,727,817","***","***"
"1987100000","1987年度","15000","新潟県","","2,477,722","1,206,084","1,271,638","2,481,584","***","***"
"1987100000","1987年度","16000","富山県","","1,125,519","543,340","582,179","1,127,944","***","***"
"1987100000","1987年度","17000","石川県","","1,153,162","559,527","593,635","1,157,075","***","***"
"1987100000","1987年度","18000","福井県","","818,219","396,796","421,423","823,657","***","***"
