Date,Open,High,Low,Close,Volume
2010-01-04,3113.24,3129.36,3093.13,3101.17,1318188
2010-01-05,3121.32,3129.36,3105.19,3117.28,2288770
2010-01-06,3133.4,3173.67,3129.36,3165.59,4627198
2010-01-07,3173.67,3177.69,3157.55,3165.59,2506274
2010-01-08,3177.69,3185.75,3133.4,3141.44,4587222
2010-01-12,3181.72,3201.85,3157.55,3173.67,3344142
2010-01-13,3173.67,3193.8,3165.59,3165.59,2881570
2010-01-14,3197.82,3197.82,3177.69,3197.82,2623220
2010-01-15,3197.82,3201.85,3181.72,3197.82,2802740
2010-01-18,3181.72,3193.8,3157.55,3177.69,2599508
2010-01-19,3173.67,3185.75,3165.59,3169.63,2045939
2010-01-20,3197.82,3234.09,3189.79,3222.01,5395667
2010-01-21,3278.38,3282.4,3205.88,3222.01,4710997
2010-01-22,3205.88,3238.09,3193.8,3222.01,4754201
2010-01-25,3222.01,3246.16,3217.97,3217.97,2996034
2010-01-26,3230.06,3254.22,3222.01,3222.01,3634396
2010-01-27,3246.16,3270.32,3238.09,3238.09,3915835
2010-01-28,3246.16,3258.24,3226.02,3258.24,3419251
2010-01-29,3238.09,3246.16,3189.79,3197.82,4193925
2010-02-01,3222.01,3270.32,3201.85,3258.24,4855503
2010-02-02,3250.18,3266.3,3238.09,3266.3,2781011
2010-02-03,3262.26,3278.38,3254.22,3270.32,2469029
2010-02-04,3270.32,3286.44,3262.26,3282.4,2768472
2010-02-05,3222.01,3238.09,3217.97,3222.01,4441101
2010-02-08,3222.01,3226.02,3209.9,3222.01,3409317
2010-02-09,3201.85,3205.88,3137.42,3137.42,4257736
2010-02-10,3133.4,3149.5,3113.24,3133.4,3177039
2010-02-12,3125.34,3173.67,3117.28,3157.55,3870895
2010-02-15,3181.72,3197.82,3145.46,3145.46,1768967
2010-02-16,3149.5,3165.59,3141.44,3149.5,1603603
2010-02-17,3185.75,3201.85,3165.59,3201.85,1908632
2010-02-18,3177.69,3189.79,3169.63,3189.79,2075609
2010-02-19,3193.8,3201.85,3157.55,3161.58,2612793
2010-02-22,3201.85,3234.09,3193.8,3222.01,2551835
